"reviews"	Translation	Positive	Negative	EmotionRationale
"165" "It was good until they went to charging  30 month. In my opinion this APP has priced itself out of the market."	"165" "It was good until they went to charging  30 month.<br> In my opinion this AP has priced itself out of the market.	2	-1	 "165[0] It[0] was[0] good[1] until[0] they[0] went[0] to[0] charging[0] 30[0] month[0] [[Sentence=-1,2=word max, 1-5]] In[0] my[0] opinion[0] this[0] APP/AP[0] has[0] priced[0] itself[0] out[0] of[0] the[0] market[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
"166" "Free version of the app has a banner on every page, \"example data\", therefore useless."	"166" "Free version of the ap has a banner on every page, \"example data\" therefore useless.	1	-3	 "166[0] Free[0] version[0] of[0] the[0] app/ap[0] has[0] a[0] banner[0] on[0] every[0] page[0] \[0] example[0] data\[0] therefore[0] useless[-2] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
"167" "Won't let me log in and log in screen is jacked up can't enter the letter I'm pushing it enters the one next to it"	"167" "Won't let me log in and log in screen is jacked up can't enter the letter I'm pushing it enters the one next to it"	1	-1	 "167[0] Won't[0] let[0] me[0] log[0] in[0] and[0] log[0] in[0] screen[0] is[0] jacked[0] up[0] can't[0] enter[0] the[0] letter[0] I'm[0] pushing[0] it[0] enters[0] the[0] one[0] next[0] to[0] it[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"168" "love the app but since the last update it wont open it just flashes black and white on my screen"	"168" "love the ap but since the last update it wont open it just flashes black and white on my screen"	3	-1	 "168[0] love[2] the[0] app/ap[0] but[0] since[0] the[0] last[0] update[0] it[0] wont[0] open[0] it[0] just[0] flashes[0] black[0] and[0] white[0] on[0] my[0] screen[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"169" "Used to be a great app, but they got greedy. Now 70 U 2105  of the app is locked behind a paywall."	"169" "Used to be a great ap, but they got greedy.<br> Now 70 U 2105  of the ap is locked behind a paywall.	3	-3	 "169[0] Used[0] to[0] be[0] a[0] great[2] app/ap[0] but[0] they[0] got[0] greedy[-2] [[Sentence=-3,3=word max, 1-5]] Now[0] 70[0] U[0] 2105[0] of[0] the[0] app/ap[0] is[0] locked[0] behind[0] a[0] paywall[0] [[Sentence=-1,1=word max, 1-5]][[[3,-3 max of sentences]]]
"170" "was a good app now sucks. your over charging for what you get history of rain and heat. and charging for soil types that public record"	"170" "was a good ap now sucks.<br> your over charging for what you get history of rain and heat.<br> and charging for soil types that public record"	2	-2	 "170[0] was[0] a[0] good[1] app/ap[0] now[0] sucks[-1] [[Sentence=-2,2=word max, 1-5]] your[0] over[0] charging[0] for[0] what[0] you[0] get[0] history[0] of[0] rain[0] and[0] heat[0] [[Sentence=-1,1=word max, 1-5]] and[0] charging[0] for[0] soil[0] types[0] that[0] public[0] record[0] [[Sentence=-1,1=word max, 1-5]][[[2,-2 max of sentences]]]
"171" "Used to be decent until changes and charginging for formally free parts of the app"	"171" "Used to be decent until changes and charginging for formally free parts of the ap"	1	-1	 "171[0] Used[0] to[0] be[0] decent[0] until[0] changes[0] and[0] charginging[0] for[0] formally[0] free[0] parts[0] of[0] the[0] app/ap[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"172" "app fails and when it does work it's not that accurate"	"172" "ap fails and when it does work it's not that accurate"	1	-3	 "172[0] app/ap[0] fails[-2] and[0] when[0] it[0] does[0] work[0] it's[0] not[0] that[0] accurate[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
"173" "this app was working excellent until last week..refused open"	"173" "this ap was working excellent until last week.<br>refused open"	4	-2	 "173[0] this[0] app/ap[0] was[0] working[0] excellent[3] until[0] last[0] week[0] [[Sentence=-1,4=word max, 1-5]] refused[-1] open[0] [[Sentence=-2,1=word max, 1-5]][[[4,-2 max of sentences]]]
"174" "Used to have wonderful rainfall and gdu charts suddenly for 2020 what I've enjoyed free for some years is  29 per month"	"174" "Used to have wonderful rainfall and gdu charts suddenly for 2020 what I've enjoyed free for some years is  29 per month"	3	-1	 "174[0] Used[0] to[0] have[0] wonderful[2] rainfall[0] and[0] gdu[0] charts[0] suddenly[0] for[0] 2020[0] what[0] I've[0] enjoyed[2] free[0] for[0] some[0] years[0] is[0] 29[0] per[0] month[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"175" "used to be the best app on the market but apparently they got money hungry too"	"175" "used to be the best ap on the market but apparently they got money hungry too"	2	-2	 "175[0] used[0] to[0] be[0] the[0] best[1] app/ap[0] on[0] the[0] market[0] but[0] apparently[0] they[0] got[0] money[0] hungry[-1] too[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
"176" "The app is broken and cannot be opened."	"176" "The ap is broken and cannot be opened.	1	-2	 "176[0] The[0] app/ap[0] is[0] broken[-1] and[0] cannot[0] be[0] opened[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
"177" "once you update now they want you to pay for heat units and soil map!"	"177" "once you update now they want you to pay for heat units and soil map!	1	-1	 "177[0] once[0] you[0] update[0] now[0] they[0] want[0] you[0] to[0] pay[0] for[0] heat[0] units[0] and[0] soil[0] map[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"178" "used to be good as a free app, not worth the money they are asking"	"178" "used to be good as a free ap, not worth the money they are asking"	2	-1	 "178[0] used[0] to[0] be[0] good[1] as[0] a[0] free[0] app/ap[0] not[0] worth[0] the[0] money[0] they[0] are[0] asking[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"179" "When is the Rainfall Chart History coming back to the basic app?"	"179" "When is the Rainfall Chart History coming back to the basic ap?	1	-1	 "179[0] When[0] is[0] the[0] Rainfall[0] Chart[0] History[0] coming[0] back[0] to[0] the[0] basic[0] app/ap[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"180" "this app stopped working"	"180" "this ap stopped working"	1	-1	 "180[0] this[0] app/ap[0] stopped[0] working[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"181" "Free version is Worthless how much is the other version?"	"181" "Free version is Worthless how much is the other version?	1	-3	 "181[0] Free[0] version[0] is[0] Worthless[-2] how[0] much[0] is[0] the[0] other[0] version[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
"182" "started charging for rain history. um, no!"	"182" "started charging for rain history.<br> um, no!	1	-1	 "182[0] started[0] charging[0] for[0] rain[0] history[0] [[Sentence=-1,1=word max, 1-5]] um[0] no[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"183" "was free now they charge you thanks thanks for nothing"	"183" "was free now they charge you thanks thanks for nothing"	2	-2	 "183[0] was[0] free[0] now[0] they[0] charge[-1] you[0] thanks[1] thanks[1] for[0] nothing[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
"184" "The best app to my Farm."	"184" "The best ap to my Farm.	2	-1	 "184[0] The[0] best[1] app/ap[0] to[0] my[0] Farm[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"185" "Won't let me SIGN UP"	"185" "Won't let me SIGN UP"	1	-1	 "185[0] Won't[0] let[0] me[0] SIGN[0] UP[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"186" "Nice ap"	"186" "Nice ap"	2	-1	 "186[0] Nice[1] ap[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"187" "Could you add the ability to connect one's social media accounts to make sign in simpler? EDIT: Nice app, but I can't view soil types on fields for free anymore?"	"187" "Could you add the ability to connect one's social media accounts to make sign in simpler?<br> EDIT: Nice ap, but I can't view soil types on fields for free anymore?	2	-1	 "187[0] Could[0] you[0] add[0] the[0] ability[0] to[0] connect[0] one's[0] social[0] media[0] accounts[0] to[0] make[0] sign[0] in[0] simpler[0] [[Sentence=-1,1=word max, 1-5]] EDIT[0] Nice[1] app/ap[0] but[0] I[0] can't[0] view[0] soil[0] types[0] on[0] fields[0] for[0] free[0] anymore[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"188" "Gives me what i need at my finger tips. However, they are pricing themselves in their in app purchase too expensive."	"188" "Gives me what i need at my finger tips.<br> However, they are pricing themselves in their in ap purchase too expensive.	1	-2	 "188[0] Gives[0] me[0] what[0] i[0] need[0] at[0] my[0] finger[0] tips[0] [[Sentence=-1,1=word max, 1-5]] However[0] they[0] are[0] pricing[0] themselves[0] in[0] their[0] in[0] app/ap[0] purchase[0] too[0] expensive[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
"189" "great"	"189" "great"	3	-1	 "189[0] great[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"190" "This app is now a glorified rain guage. All the features we have found useful from the start you now have to pay for. Farm logs, if you are wanting to address my concerns, change it back to what it was last year!!!"	"190" "This ap is now a glorified rain guage.<br> All the features we have found useful from the start you now have to pay for.<br> Farm logs, if you are wanting to address my concerns, change it back to what it was last year!	2	-2	 "190[0] This[0] app/ap[0] is[0] now[0] a[0] glorified[1] rain[0] guage[0] [[Sentence=-1,2=word max, 1-5]] All[0] the[0] features[0] we[0] have[0] found[0] useful[1] from[0] the[0] start[0] you[0] now[0] have[0] to[0] pay[0] for[0] [[Sentence=-1,2=word max, 1-5]] Farm[0] logs[0] if[0] you[0] are[0] wanting[0] to[0] address[0] my[0] concerns[-1] change[0] it[0] back[0] to[0] what[0] it[0] was[0] last[0] year[0][+0.6 EmphasisInPunctuation] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
"191" "I also thought it WAS a great tool to have, (5 star) until they started charging to use the app. Us farmers are trying to make ends meet with crop price at a 20  year low, it would be nice not to be nickeled and dimed at every turn. My grandfather once told me \"when farmers make money, everyone makes money\""	"191" "I also thought it WAS a great tool to have, (5 star) until they started charging to use the ap.<br> Us farmers are trying to make ends meet with crop price at a 20  year low, it would be nice not to be nickeled and dimed at every turn.<br> My grandfather once told me \"when farmers make money, everyone makes money\"	3	-2	 "191[0] I[0] also[0] thought[0] it[0] WAS[0] a[0] great[2] tool[0] to[0] have[0] (5[0] star[0] until[0] they[0] started[0] charging[0] to[0] use[0] the[0] app/ap[0] [[Sentence=-1,3=word max, 1-5]] Us[0] farmers[0] are[0] trying[0] to[0] make[0] ends[0] meet[0] with[0] crop[0] price[0] at[0] a[0] 20[0] year[0] low[-1] it[0] would[0] be[0] nice[1] not[0] to[0] be[0] nickeled[0] and[0] dimed[0] at[0] every[0] turn[0] [[Sentence=-2,2=word max, 1-5]] My[0] grandfather[0] once[0] told[0] me[0] \[0] when[0] farmers[0] make[0] money[0] everyone[0] makes[0] money\[0] [[Sentence=-1,1=word max, 1-5]][[[3,-2 max of sentences]]]
"192" "absolute junk. after you get all your data put in they decide to do an update and now you have to pay for it. it's not worth paying for"	"192" "absolute junk.<br> after you get all your data put in they decide to do an update and now you have to pay for it.<br> it's not worth paying for"	1	-2	 "192[0] absolute[0] junk[-1] [[Sentence=-2,1=word max, 1-5]] after[0] you[0] get[0] all[0] your[0] data[0] put[0] in[0] they[0] decide[0] to[0] do[0] an[0] update[0] and[0] now[0] you[0] have[0] to[0] pay[0] for[0] it[0] [[Sentence=-1,1=word max, 1-5]] it's[0] not[0] worth[0] paying[0] for[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
"193" "GOODBYE"	"193" "GOODBYE"	1	-1	 "193[0] GOODBYE[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"194" "Just like everyone else has said, was a great app but now they want paid, very typical."	"194" "Just like everyone else has said, was a great ap but now they want paid, very typical.	3	-1	 "194[0] Just[0] like[1][-1 LastWordBoosterStrength] everyone[0] else[0] has[0] said[0] was[0] a[0] great[2] app/ap[0] but[0] now[0] they[0] want[0] paid[0] very[0] typical[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"195" "This app is amazing! I have been using it for 3 years to keep records, track rainfall, and plan for future years. Would be lost without it. They update it frequently, and are very helpful. The new market feature is very nice. It is a great way to watch expenses and keep track of inventory! Awesome!"	"195" "This ap is amazing!<br> I have been using it for 3 years to keep records, track rainfall, and plan for future years.<br> Would be lost without it.<br> They update it frequently, and are very helpful.<br> The new market feature is very nice.<br> It is a great way to watch expenses and keep track of inventory!<br> Awesome!	3	-1	 "195[0] This[0] app/ap[0] is[0] amazing[2] [[Sentence=-1,3=word max, 1-5]] I[0] have[0] been[0] using[0] it[0] for[0] 3[0] years[0] to[0] keep[0] records[0] track[0] rainfall[0] and[0] plan[0] for[0] future[0] years[0] [[Sentence=-1,1=word max, 1-5]] Would[0] be[0] lost[0] without[0] it[0] [[Sentence=-1,1=word max, 1-5]] They[0] update[0] it[0] frequently[0] and[0] are[0] very[0] helpful[1][1 LastWordBoosterStrength] [[Sentence=-1,3=word max, 1-5]] The[0] new[0] market[0] feature[0] is[0] very[0] nice[1][1 LastWordBoosterStrength] [[Sentence=-1,3=word max, 1-5]] It[0] is[0] a[0] great[2] way[0] to[0] watch[0] expenses[0] and[0] keep[0] track[0] of[0] inventory[0] [[Sentence=-1,3=word max, 1-5]] Awesome[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"196" "Used to love this App. Since the last. Update and new update to the phone mobile phone system, the rainfall totals don't update. Some fields do while others don't. I'm sure it rained on those fields because of the close proximity."	"196" "Used to love this Ap.<br> Since the last.<br> Update and new update to the phone mobile phone system, the rainfall totals don't update.<br> Some fields do while others don't.<br> I'm sure it rained on those fields because of the close proximity.	3	-1	 "196[0] Used[0] to[0] love[2] this[0] App/Ap[0] [[Sentence=-1,3=word max, 1-5]] Since[0] the[0] last[0] [[Sentence=-1,1=word max, 1-5]] Update[0] and[0] new[0] update[0] to[0] the[0] phone[0] mobile[0] phone[0] system[0] the[0] rainfall[0] totals[0] don't[0] update[0] [[Sentence=-1,1=word max, 1-5]] Some[0] fields[0] do[0] while[0] others[0] don't[0] [[Sentence=-1,1=word max, 1-5]] I'm[0] sure[0] it[0] rained[0] on[0] those[0] fields[0] because[0] of[0] the[0] close[0] proximity[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
